23.887,24,1
16.884,33.895,1
19.799,36.296,1
25.691,29.771,1
27.322,19.433,1
21.078,22.446,1
28.054,20.074,1
17.242,16.821,1
18.082,21.815,1
26.224,20.688,1
23.565,28.253,1
28.093,24.636,1
23.711,22.956,1
25.336,36.169,1
27.091,22.466,1
25.847,14.263,1
22.857,34.119,1
24.05,36.89,1
33.882,13.738,1
26.354,28.563,1
26.249,28.271,1
20.085,24.365,1
33.266,14.74,1
22.664,30.751,1
25.932,27.538,1
26.974,41.474,1
27.308,35.841,1
21.907,23.327,1
32.736,16.483,1
25.218,28.213,1
23.958,30.781,1
21.565,24.889,1
26.7,27.909,1
22.889,24.583,1
23.399,28.683,1
21.131,16.68,1
22.349,17.963,1
27.185,23.454,1
23.011,20.99,1
26.242,19.148,1
29.531,29.668,1
27.206,18.456,1
30.078,14.552,1
17.584,21.044,1
19.019,18.383,1
23.077,30.702,1
23.703,18.554,1
18.957,22.727,1
26.233,25.627,1
17.389,20.559,1
11.165,14.739,1
29.038,20.47,1
25.981,19.324,1
24.469,24.117,1
22.059,24.41,1
24.387,22.212,1
27.136,21.932,1
24.262,31.823,1
25.294,15.148,1
22.682,29.75,1
22.341,23.47,1
19.669,23.638,1
21.698,34.287,1
26.829,33.58,1
26.306,19.889,1
18.214,16.55,1
24.705,28.634,1
29.731,33.243,1
21.601,33.582,1
27.105,21.541,1
22.88,24.648,1
23.155,29.289,1
17.79,15.526,1
20.305,22.997,1
9.3785,28.486,1
22.354,15.536,1
23.755,24.01,1
25.427,27.812,1
27.283,31.953,1
24.202,19.608,1
22.886,24.638,1
19.73,21.712,1
25.94,21.205,1
26.641,19.204,1
20.621,25.831,1
20.997,28.513,1
26.63,25.005,1
27.405,26.284,1
26.45,21.187,1
25.246,23.884,1
25.991,25.728,1
24.459,26.447,1
26.045,18.899,1
18.751,23.359,1
21.451,37.351,1
28.409,20.904,1
21.969,32.929,1
20.779,19.695,1
26.073,20.828,1
21.539,26.943,1
24.532,29.241,1
20.976,21.885,1
29.065,36.997,1
23.526,21.783,1
26.751,29.955,1
22.456,34.395,1
23.991,20.285,1
17.922,17.735,1
19.838,15.922,1
29.334,13.857,1
23.724,18.758,1
21.274,17.735,1
19.924,25.147,1
20.096,22.01,1
26.225,30.258,1
25.724,22.861,1
22.965,30.631,1
22.269,20.396,1
26.99,32.033,1
18.19,33.461,1
20.755,17.336,1
26.48,25.895,1
29.261,21.098,1
24.253,30.135,1
19.658,19.881,1
28.2,27.247,1
21.659,18.7,1
22.691,32.861,1
29.738,16.751,1
28.512,15.409,1
31.649,17.043,1
30.284,19.514,1
24.333,27.274,1
30.619,19.039,1
34.982,34.499,1
16.164,17.787,1
26.69,25.547,1
18.589,9.8821,1
23.167,18.745,1
27.553,18.256,1
18.135,17.337,1
29.017,21.291,1
24.186,28.438,1
24.325,22.901,1
27.763,23.978,1
32.126,17.839,1
24.99,14.399,1
23.339,23.548,1
23.292,21.837,1
29.856,10.945,1
27.988,27.298,1
26.896,24.635,1
24.592,23.026,1
24.715,31.103,1
28.716,22.416,1
23.562,32.22,1
25.724,25.624,1
12.289,32.089,1
21.008,23.437,1
34.057,8.5974,1
26.397,29.305,1
26.384,24.366,1
27.247,23.133,1
24.621,30.349,1
25.36,32.059,1
6.6949,26.927,1
29.653,16.114,1
25.026,24.909,1
27.133,23.437,1
28.074,24.444,1
22.26,28.221,1
25.706,31.614,1
25.558,21.704,1
24.377,33.479,1
27.326,26.97,1
28.046,24.764,1
21.151,24.056,1
20.381,27.913,1
24.375,22.269,1
21.673,28.224,1
26.281,22.144,1
12.005,30.357,1
22.499,20.83,1
25.607,27.848,1
23.807,32.606,1
21.461,17.68,1
18.77,22.851,1
24.895,27.477,1
24.359,26.868,1
24.967,25.633,1
25.933,27.021,1
27.16,23.645,1
25.833,30.709,1
25.262,27.489,1
18.261,7.437,1
26.728,22.662,1
28.548,26.434,1
22.784,21.462,1
22.57,20.113,1
12.119,12.289,1
27.885,26.234,1
27.599,29.137,1
23.461,39.562,1
26.517,29.529,1
25.244,29.363,1
27.726,17.581,1
22.347,21.335,1
26.992,36.572,1
33.106,33.608,1
19.682,33.502,1
25.579,26.73,1
23.233,18.638,1
24.265,25.786,1
25.295,18.886,1
15.015,32.397,1
22.362,28.8,1
28.188,34.242,1
23.27,27.849,1
21.138,28.138,1
23.519,21.195,1
18.681,18.819,1
28.937,25.538,1
27.035,21.726,1
28.569,20.974,1
28.701,24.395,1
27.768,32.426,1
28.571,18.904,1
28.724,23.85,1
24.272,18.114,1
27.896,26.334,1
28.671,22.067,1
25.385,31.979,1
31.334,19.427,1
27.605,19.776,1
26.848,26.375,1
25.437,25.074,1
20.716,19.13,1
22.646,24.797,1
21.182,21.101,1
24.621,23.87,1
20.693,31.071,1
18.083,20.244,1
27.367,19.526,1
24.334,19.52,1
26.497,19.673,1
28.435,40.251,1
24.544,18.65,1
22.368,24.809,1
23.688,19.008,1
18.979,35.201,1
29.945,19.808,1
23.616,18.009,1
20.238,24.831,1
27.59,9.6683,1
25.015,26.381,1
28.552,26.569,1
27.46,22.138,1
20.483,29.979,1
19.73,20.538,1
33.443,35.955,1
19.882,20.813,1
16.659,18.505,1
22.748,34.166,1
27.673,24.329,1
27.148,18.86,1
26.002,12.619,1
24.969,26.149,1
13.708,34.392,1
25.511,29.564,1
23.89,15.249,1
19.601,21.853,1
26.89,39.168,1
25.612,18.093,1
25.328,21.019,1
16.289,33.082,1
28.316,29.702,1
28.852,29.543,1
28.132,22.597,1
22.442,30.232,1
21.118,32.227,1
29.187,28.72,1
26.322,22.568,1
23.912,20.71,1
20.192,19.386,1
29.926,17.14,1
28.739,27.321,1
26.921,21.769,1
27.609,23.08,1
25.318,18.592,1
20.823,30.674,1
26.866,17.512,1
26.323,36.854,1
18.894,19.804,1
19.701,21.538,1
29.14,19.021,1
25.718,29.196,1
23.214,20.001,1
24.257,28.466,1
21.108,25.551,1
32.699,15.223,1
22.215,29.521,1
30.612,16.993,1
25.337,25.636,1
27.437,31.305,1
25.993,24.522,1
24.349,28.408,1
23.563,32.955,1
22.619,18.797,1
24.595,24.623,1
17.249,19.609,1
28.664,23.134,1
20.557,26.724,1
30.08,20.608,1
25.643,24.858,1
22.736,22.54,1
19.843,32.423,1
21.573,30.366,1
25.606,33.702,1
24.816,18.952,1
21.942,22.628,1
24.786,23.403,1
36.409,35.867,1
23.418,16.491,1
22.53,22.153,1
27.521,26.857,1
26,30.495,1
27.599,30.587,1
22.823,29.895,1
27.371,27.568,1
30.259,15.806,1
26.836,36.671,1
21.633,28.011,1
28.963,33.889,1
31.176,33.406,1
22.857,34.866,1
25.753,23.056,1
32.752,35.204,1
27.917,20.296,1
29.374,37.926,1
28.277,27.54,1
27.12,31.714,1
23.211,27.568,1
28.564,23.917,1
16.048,17.007,1
21.434,33.591,1
22.552,22.423,1
22.243,22.195,1
21.538,23.058,1
29.916,19.613,1
26.682,31.784,1
13.916,27.782,2
14.363,23.797,2
16.196,26.767,2
15.657,26.542,2
14.812,20.969,2
16.247,25.692,2
11.633,25.768,2
17.54,24.449,2
7.2855,22.324,2
12.525,21.031,2
14.39,22.163,2
12.867,25.096,2
19.701,26.491,2
12.401,22.89,2
15.127,26.104,2
15.015,27.797,2
13.817,20.526,2
13.675,23.102,2
15.092,24.571,2
11.401,25.488,2
11.442,24.027,2
14.337,25.954,2
19.49,28.437,2
15.893,25.673,2
9.6241,21.331,2
16.559,25.263,2
18.295,26.454,2
11.172,20.428,2
18.751,24.79,2
19.065,27.308,2
14.744,23.499,2
13.076,24.543,2
14.488,29.057,2
17.841,27.784,2
14.688,22.307,2
16.231,26.891,2
16.175,28.142,2
17.382,25.047,2
15.91,26.227,2
17.01,29.082,2
10.363,22.589,2
12.388,23.007,2
13.817,26.121,2
15.388,22.851,2
14.202,21.73,2
13.694,22.115,2
14.611,28.37,2
11.161,17.858,2
15.472,27.859,2
18.829,30.04,2
16.55,21.072,2
15.89,25.382,2
16.038,23.959,2
18.056,25.836,2
14.738,23.907,2
12.804,27.849,2
16.906,27.514,2
10.722,25.417,2
17.614,24.715,2
11.267,24.729,2
17.233,26.218,2
16.016,29.698,2
15.493,25.765,2
17.224,24.477,2
17.357,25.698,2
12.803,23.258,2
17.057,27.103,2
10.647,19.045,2
13.169,26.089,2
17.051,24.368,2
12.352,23.342,2
16.189,26.437,2
15.455,20.744,2
8.6352,20.49,2
15.346,28.651,2
18.157,30.014,2
13.117,26.169,2
18.532,26.79,2
18.537,30.057,2
14.642,24.564,2
11.505,25.812,2
15.853,25.731,2
18.377,27.271,2
15.971,23.4,2
15.6,25.719,2
13.344,23.633,2
18.155,29.486,2
15.996,26.322,2
14.577,23.173,2
16.54,22.956,2
16.727,30.022,2
19.679,28.969,2
14.112,25.279,2
10.515,25.328,2
12.511,24.853,2
10.017,26.687,2
16.901,23.894,2
17.801,26.434,2
14.813,25.711,2
11.997,19.399,2
14.398,26.123,2
11.058,19.668,2
12.004,20.217,2
12.789,22.932,2
16.764,28.724,2
13.735,25.913,2
17.583,23.489,2
13.428,23.545,2
16.878,25.358,2
15.949,26.489,2
13.339,20.274,2
13.268,23.682,2
14.242,24.758,2
10.848,22.665,2
12.291,19.68,2
15.026,27.581,2
12.648,24.621,2
16.437,27.507,2
15.717,24.527,2
13.646,22.877,2
14.455,26.194,2
10.548,23.081,2
19.146,30.633,2
11.853,20.429,2
13.048,24.589,2
16.42,22.774,2
17.057,27.038,2
13.93,22.81,2
11.971,28.555,2
12.722,23.132,2
14.608,22.027,2
16.397,28.514,2
13.593,23.941,2
14.125,23.24,2
19.456,28.174,2
12.428,20.203,2
16.73,25.848,2
13.969,26.33,2
15.258,28.906,2
11.689,22.053,2
14.053,21.776,2
16.141,31.039,2
18.319,23.332,2
12.917,24.473,2
15.9,26.066,2
15.429,23.069,2
13.334,23.084,2
13.421,30.002,2
17.751,29.091,2
12.681,23.113,2
11.465,23.705,2
8.6148,22.884,2
13.193,25.54,2
17.515,27.766,2
16.41,25.663,2
17.279,31.447,2
14.726,23.584,2
15.478,28.895,2
15.185,24.881,2
10.356,21.299,2
12.111,27.931,2
12.589,23.072,2
14.338,28.534,2
18.132,29.966,2
13.553,23.08,2
17.16,29.095,2
17.151,26.954,2
11.567,19.491,2
17.778,24.29,2
16.015,22.888,2
13.539,23.205,2
12.347,23.068,2
14.141,23.081,2
17.162,22.067,2
14.461,29.997,2
16.35,24.248,2
19.371,26.479,2
11.135,24.125,2
15.5,22.267,2
17.615,28.659,2
18.918,30.17,2
16.113,29.556,2
12.73,23.1,2
17.577,26.956,2
13.718,20.243,2
12.918,27.631,2
15.028,29.957,2
14.914,23.027,2
14.799,25.217,2
14.783,27.667,2
13.946,23.128,2
14.836,24.214,2
12.667,26.209,2
11.447,27.677,2
11.175,23.087,2
14.75,24.41,2
8.8056,19.851,2
15.888,27.755,2
17.503,26.928,2
19.252,25.064,2
14.061,24.126,2
14.284,25.779,2
15.913,25.077,2
17.81,26.146,2
17.983,25.396,2
16.683,26.624,2
16.184,25.385,2
13.715,24.489,2
15.781,27.383,2
13.165,26.781,2
12.23,27.384,2
14.176,22.007,2
12.943,24.396,2
11.733,22.532,2
15.511,23.202,2
14.092,24.465,2
16.336,24.361,2
10.225,22.705,2
11.37,25.008,2
13.656,24.683,2
14.028,24.402,2
14.567,22.97,2
18.16,29.736,2
12.609,27.45,2
15.162,25.346,2
14.701,27.932,2
16.344,25.184,2
18.253,29.161,2
17.092,25.816,2
15.203,26.592,2
12.005,24.332,2
12.281,20.816,2
12.704,23.516,2
12.525,23.688,2
17.23,22.514,2
13.976,25.479,2
14.092,19.372,2
13.883,22.872,2
16.387,30.435,2
16.447,22.055,2
16.437,26.134,2
12.184,21.185,2
19.82,29.164,2
19.391,31.451,2
13,23.069,2
14.417,24.35,2
14.329,21.321,2
14.162,22.44,2
11.435,19.502,2
15.651,25.853,2
16.07,23.598,2
14.618,25.622,2
11.199,16.695,2
16.119,22.339,2
16.511,23.405,2
15.545,23.172,2
15.725,27.771,2
17.376,23.229,2
13.227,25.288,2
14.386,26.494,2
14.583,26.745,2
14.33,29.26,2
15.344,25.682,2
12.693,23.176,2
14.825,26.745,2
12.85,23.003,2
13.81,26.65,2
15.601,26.536,2
14.611,25.435,2
17.023,24.387,2
12.493,18.662,2
13.585,22.708,2
19.272,26.78,2
11.948,21.337,2
16.141,24.221,2
17.095,31.309,2
17.843,26.101,2
18.205,25.1,2
16.168,23.033,2
7.9729,18.797,2
14.955,24.531,2
13.76,23.767,2
15.771,23.675,2
16.743,25.463,2
16.515,25.876,2
13.887,25.113,2
13.602,28.446,2
14.406,26.206,2
8.5909,18.128,2
14.328,26.831,2
13.714,24.955,2
17.547,22.713,2
12.573,24.975,2
17.408,26.359,2
16.462,27.686,2
14.762,24.013,2
14.092,27.233,2
18.148,25.057,2
11.801,20.26,2
15.744,26.706,2
16.785,25.64,2
12.67,21.067,2
14.032,24.718,2
17.705,27.024,2
17.064,27.12,2
18.04,24.409,2
16.841,25.293,2
16.72,27.846,2
15.426,22.758,2
16.075,28.126,2
17.376,23.427,2
18.281,29.371,2
19.953,30.494,2
15.149,24.371,2
13.414,20.858,2
17.891,24.337,2
15.569,23.535,2
13.704,21.145,2
12.486,23.53,2
11.494,19.393,2
19.828,30.642,2
11.942,20.63,2
11.051,25.297,2
14.13,25.926,2
15.312,22.812,2
15.835,22.484,2
15.888,24.715,2
13.514,23.981,2
14.37,24.85,2
9.7622,23.335,2
10.803,22.133,2
13.374,21.924,2
13.897,23.092,2
14.196,26.868,2
17.501,25.484,2
15.579,26.496,2
14.925,23.769,2
18.992,30.763,2
14.455,22.057,2
19.199,29.309,2
17.479,27.253,2
13.179,26.703,2
13.149,22.196,2
18.046,26.644,2
15.869,27.932,2
15.536,24.796,2
14.497,23.58,2
12.907,21.736,2
11.48,21.424,2
17.693,27.952,2
35.163,28.18,3
33.706,20.979,3
36.261,23.967,3
34.291,32.85,3
35.38,21.654,3
35.864,20.466,3
30.066,26.387,3
33.971,21.297,3
29.802,28.406,3
32.103,25.454,3
32.779,24.108,3
42.385,25.705,3
31.948,25.563,3
34.641,22.925,3
36.295,22.328,3
31.745,21.863,3
35.228,20.12,3
30.899,26.145,3
33.286,23.946,3
34.403,24.921,3
37.713,23.931,3
33.097,28.431,3
36.57,26.622,3
33.099,25.232,3
36.268,26.071,3
41.629,25.381,3
36.908,24.51,3
34.898,26.402,3
31.695,26.866,3
30.437,26.819,3
34.585,23.599,3
36.294,20.647,3
32.262,27.648,3
38.234,30.777,3
31.261,23.872,3
41.774,25.752,3
36.229,23.615,3
36.878,27.008,3
34.893,28.012,3
40.691,24.013,3
40.236,23.445,3
41.555,26.053,3
34.327,31.003,3
32.374,26.56,3
31.98,27.107,3
40.319,18.466,3
33.309,25.946,3
33.571,19.296,3
35.46,24.677,3
31.139,27.21,3
36.55,26.518,3
32.449,31.919,3
34.761,28.445,3
32.29,24.946,3
35.735,23.57,3
38.723,25.034,3
37.57,26.262,3
38.057,18.739,3
35.666,26.082,3
37.781,21.127,3
33.639,25.285,3
38.785,30.169,3
34.75,27.181,3
38.576,24.46,3
39.396,20.867,3
32.434,23.336,3
35.98,25.682,3
38.137,29.009,3
32.186,23.919,3
34.15,32.253,3
34.561,26.848,3
42.094,22.167,3
35.947,24.295,3
41.965,17.138,3
39.194,25.974,3
33.475,24.655,3
35.839,24.288,3
36.505,28.429,3
37.286,27.114,3
40.042,24.329,3
34.49,23.571,3
35.635,18.816,3
37.183,26.038,3
38.177,22.035,3
35.547,26.152,3
34.215,23.431,3
34.376,19.133,3
39.799,25.549,3
36.808,23.563,3
33.33,22.381,3
38.898,27.258,3
34.16,30.206,3
40.761,20.199,3
37.959,32.853,3
36.731,24.673,3
35.859,24.143,3
35.867,24.324,3
34.559,29.774,3
36.453,17.526,3
35.99,30.081,3
35.789,20.69,3
37.067,22.522,3
39.186,25.158,3
31.499,27.602,3
41.053,21.259,3
37.878,23.157,3
39.135,23.659,3
32.196,20.948,3
33.61,29.571,3
40.991,30.504,3
35.554,23.233,3
34.408,27.397,3
36.113,19.905,3
36.392,26.154,3
39.397,23.937,3
30.343,26.179,3
33.108,25.775,3
34.285,29.895,3
42.642,27.118,3
31.963,25.564,3
31.476,29.252,3
36.022,30.926,3
35.397,26.409,3
36.371,24.988,3
32.972,27.119,3
42.47,25.509,3
38.863,18.392,3
36.841,28.19,3
45.383,21.562,3
37.985,23.811,3
32.083,26.25,3
36.07,20.676,3
38.243,27.182,3
31.582,28.363,3
31.826,25.086,3
40.219,21.558,3
35.581,20.056,3
33.577,29.802,3
39.027,25.538,3
33.4,21.86,3
34.439,23.772,3
38.8,32.837,3
39.222,22.588,3
31.647,27.904,3
36.666,23.529,3
38.386,21.527,3
38.547,26.099,3
42.829,22.772,3
33.637,29.618,3
29.063,25.57,3
35.868,21.352,3
34.072,20.556,3
37.37,25.344,3
34.203,25.333,3
32.172,23.353,3
33.427,22.76,3
