500,1500,1
294.34,816.89,1
371.01,1207.7,1
390.96,2069.8,1
500,1500,1
345.55,2403.1,1
500,1500,1
278.19,1306.8,1
879.64,1541.8,1
341.4,968.04,1
361.34,1012.4,1
500,1500,1
500,1500,1
284.39,1060,1
500,1500,1
555.85,1121,1
500,1500,1
397.07,1066,1
341.96,2366.2,1
373.44,904.35,1
311.68,774.89,1
404.95,1103.3,1
500,1500,1
500,1500,1
888.47,2354.8,1
361.9,820.99,1
445.94,934.2,1
600.2,790.71,1
403.21,1775.9,1
412,1419.4,1
1224.7,2325.3,1
500,1500,1
341.52,852.65,1
1188.7,1804.6,1
338.56,1275.9,1
485.68,1220.7,1
323.74,1004,1
378.11,1077.9,1
376.59,964.09,1
555.78,1328.9,1
292.02,856.32,1
470.95,1026.6,1
447.52,1124.2,1
353.67,763.27,1
501.47,1098.9,1
518.32,2540.8,1
447.23,1015.2,1
500,1500,1
352.39,1101.7,1
339.31,1172.4,1
500,1500,1
393.55,818.61,1
312.7,798.17,1
290.43,791.39,1
519.56,1115.3,1
389.46,955.39,1
371.3,1226.1,1
443.54,918.37,1
285.38,1136.7,1
370.08,945.97,1
267.5,618.99,1
730.19,1432.3,1
329.83,875.16,1
645.15,1160.6,1
339.38,1058.3,1
354.46,866.83,1
282.22,732.38,1
387.56,922.36,1
265.74,914.31,1
516.15,2654.4,1
340.47,1437.9,1
508.29,1014.6,1
500,1500,1
358.35,1094.8,1
586.19,1032.5,1
370.62,1141.3,1
409.02,1386.3,1
522.89,1047.9,1
275.34,782.59,1
389.62,886.02,1
392.23,1223.7,1
347.01,1005.3,1
373.14,1083.1,1
859.16,973.91,1
322.16,2282.8,1
410.68,1094.5,1
394.05,1054.6,1
328.41,1111.1,1
500,1500,1
500,1500,1
500,1500,1
367.04,887.01,1
325.57,621.5,1
356.09,949.79,1
331.59,864.71,1
309.99,791.62,1
214.43,1709.1,1
267.61,1154.6,1
398.42,796.32,1
394.31,998.52,1
319.97,1443.5,1
500,1500,1
343.68,1211.5,1
551.16,1202.6,1
310.58,888.65,1
528.36,1155.1,1
352.39,1101.7,1
371.46,820.96,1
500,1500,1
447.5,1026,1
281.33,1579.8,1
404.12,1266.8,1
500,1500,1
377.4,1120.6,1
525.59,1188.4,1
288.14,1176.3,1
325.24,1131.7,1
319.89,763.75,1
354.66,1055.5,1
367.31,1745.5,1
437.77,868.78,1
557.35,1192.7,1
325.52,1622.5,1
738.22,1345.5,1
319.14,1239.7,1
301.29,2038.6,1
500,1500,1
316.66,1574.1,1
325.58,1142.6,1
240.77,1075.5,1
337.61,1029.9,1
425.54,917.01,1
371.46,820.96,1
392.62,969.86,1
500,1500,1
372.2,1043.9,1
338.45,1354.5,1
868.93,2014.9,1
500,1500,1
249.07,762.28,1
309.04,1134.9,1
500,1500,1
335.12,857.06,1
278.71,778.12,1
500,1500,1
321.72,807.77,1
353.93,786.58,1
256.75,944.5,1
273.03,1198.8,1
391.62,791.47,1
500,1500,1
500,1500,1
522.89,1047.9,1
560.45,1174.5,1
345.11,958.78,1
303.5,2558.1,1
366.45,979.57,1
892.25,2295.3,1
326.06,947.94,1
384.65,1077.2,1
382.15,876.9,1
441.1,1026.7,1
500,1500,1
352.86,808.21,1
247.17,1744.6,1
366.93,1595.8,1
500,1500,1
1149.9,2316.2,1
403.33,893.8,1
333.59,885.6,1
385.96,1063.2,1
500,1500,1
320.98,1209,1
333.59,885.6,1
331.47,1316.3,1
240.51,1341.1,1
305.36,1244.4,1
500,1500,1
324.94,1095.7,1
345.01,981.89,1
444.79,1315.8,1
295.22,1440.7,1
364.98,1094.8,1
374.95,992.1,1
222.43,1962.3,1
414.87,1208.4,1
381.72,1031.8,1
387.76,872.66,1
344.78,718.72,1
372.51,895.24,1
362.07,1016.5,1
273.9,844.9,1
320.7,1193.1,1
370.22,855.74,1
336.22,851.46,1
291.65,1282.9,1
394.29,1197.3,1
339.09,1175.8,1
500,1500,1
337.15,2400.8,1
502.02,1140.9,1
450.98,1040.2,1
965.7,2348.9,1
364.41,1124.2,1
322.18,1354.3,1
270.9,852.47,1
317.9,875.23,1
500,1500,1
840.19,2485.4,1
358.81,836.94,1
319.9,686.78,1
387.76,872.66,1
241.97,677.27,1
419.37,1741.6,1
367.67,860.21,1
373.04,1096.6,1
330.7,912.84,1
500,1500,1
500,1500,1
500,1500,1
362.17,1023.6,1
1201.9,2078.1,1
312.6,841.29,1
312.12,1154.8,1
500,1500,1
281.33,1579.8,1
325.92,950.69,1
396.97,1219.9,1
363.22,945.74,1
374.62,1265.7,1
247.8,808.64,1
435.63,770.23,1
1220.2,2459.7,1
298.63,1056.5,1
272.25,956.78,1
500,1500,1
600.85,1727.3,1
263.41,725.43,1
500,1500,1
361.81,1260.2,1
351.54,1084.7,1
